plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date
KVH5637,NY,PAS,9188790599,2025-02-28,11:58A,EXPIRED MUNI METER,65.0,60.0,0.0,0.0,125.0,0.0,006,Manhattan,TRAFFIC,UNKNOWN,
KIC1002,OH,PAS,5701176629,2024-11-13,11:16A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
HNB5536,NY,PAS,5701176666,2024-11-13,11:19A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,HEARING HELD-GUILTY,
BG6320,NY,PAS,5701176873,2024-11-13,11:31A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
KGS6145,NY,PAS,5701176630,2024-11-13,11:18A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
XBHW19,NJ,PAS,9188790307,2025-02-27,04:22P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,005,Manhattan,TRAFFIC,HEARING HELD-GUILTY,
KTE7986,NY,PAS,4966010640,2025-09-24,02:46P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LLZ5970,NY,PAS,4939775860,2025-03-11,09:59A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
FHN6721,NY,PAS,4966010652,2025-09-24,02:46P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
HXZ1926,NY,PAS,4938004562,2025-02-23,11:30A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KKR5052,NY,PAS,4941175013,2025-03-22,03:09P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
JBN5593,NY,PAS,4941174914,2025-03-22,03:02P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
HXA1596,NY,PAS,4939775902,2025-03-11,10:03A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
69038A5,TX,PAS,2023347786,2025-04-10,12:12P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,043,Bronx,DEPARTMENT OF SANITATION,HEARING HELD-GUILTY,
T785488C,NY,OMT,2023349813,2025-04-11,08:08A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,062,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
KND5283,NY,PAS,8991618558,2021-09-16,01:30P,FRONT OR BACK PLATE MISSING,65.0,60.0,18.129699999999982,0.19,167.3,0.0,084,Brooklyn,TRAFFIC,UNKNOWN,2022-07-28
KNX7599,NY,PAS,4965448480,2025-09-19,05:58P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KYN4377,NY,PAS,4966010755,2025-09-24,02:47P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
GMV7135,NY,PAS,4941175530,2025-03-22,03:45P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
JNJ9375,NY,PAS,4939199046,2025-03-06,12:52P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
15489MN,NY,COM,9194104372,2025-04-09,09:42A,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,014,Manhattan,TRAFFIC,UNKNOWN,
93428MG,NY,COM,9194104505,2025-04-09,02:26P,EXPIRED MUNI MTR-COMM MTR ZN,65.0,0.0,0.0,35.0,30.0,0.0,014,Manhattan,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
JCF5578,NY,PAS,4939776487,2025-03-11,11:00A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LSW6345,NY,PAS,2023417776,2025-04-15,07:41A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,066,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
KKX2049,NY,PAS,5701177075,2024-11-13,11:55A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
DTX5212,NY,PAS,2023443003,2025-04-15,09:57A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,001,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,
HTW5141,NY,PAS,4966010690,2025-09-24,02:46P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KPU9211,NY,PAS,4939198674,2025-03-06,12:47P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
E73UYE,NJ,PAS,4939198571,2025-03-06,12:46P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KVN5686,NY,PAS,4965448649,2025-09-19,06:05P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
XMHF33,NJ,PAS,4966010767,2025-09-24,02:47P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KJR6055,NY,PAS,4966010779,2025-09-24,02:47P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KTH8349,NY,PAS,4932520682,2025-01-01,03:21A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,1.4,0.06,76.34,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,2025-03-27
KNM8345,NY,PAS,9196194686,2025-05-02,09:29A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,019,Manhattan,TRAFFIC,UNKNOWN,
LHX9445,NY,PAS,4941175591,2025-03-22,03:47P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KMY5471,NY,PAS,4939199150,2025-03-06,12:55P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
70555NE,NY,COM,5701177269,2024-11-13,12:07P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
ENS9720,NY,PAS,5701177385,2024-11-13,12:18P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
97197ML,NY,COM,4939777005,2025-03-11,11:15A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
DCX3557,NY,PAS,4939776852,2025-03-11,11:11A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
GLV9220,NY,PAS,9179901013,2025-01-14,01:13P,EXPIRED MUNI METER,35.0,0.0,0.0,0.0,35.0,0.0,106,Queens,TRAFFIC,HEARING HELD-GUILTY,
CWE6172,NY,PAS,4939777170,2025-03-11,11:17A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KEV8617,NY,PAS,4939199198,2025-03-06,12:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
JRT8132,NY,PAS,4939199290,2025-03-06,10:11A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
Y32PNX,NJ,PAS,2023455340,2025-04-12,12:56A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,007,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,
GYF9339,NY,PAS,2023461996,2025-04-10,07:41A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,045,Bronx,DEPARTMENT OF SANITATION,UNKNOWN,
51449NC,NY,COM,9188791427,2025-03-05,12:52P,DOUBLE PARKING,115.0,0.0,0.0,0.0,115.0,0.0,001,Manhattan,TRAFFIC,HEARING HELD-GUILTY,
T787964C,NY,OMT,5707327990,2025-11-04,04:10P,MTA CAMERA VIOLATION - DOUBLE PARKING,100.0,0.0,0.0,0.0,100.0,0.0,000,Manhattan,TRANSIT AUTHORITY,UNKNOWN,
DXN2874,NY,PAS,4938006637,2025-02-23,12:03P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
Y208932C,NY,OMT,4965448730,2025-09-19,06:06P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KSC6323,NY,PAS,4941176042,2025-03-22,04:24P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
XPTL26,NJ,PAS,4939199472,2025-03-06,11:50A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KVW4848,NY,PAS,5701177725,2024-11-13,12:34P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,
T117976C,NY,OMT,5701177944,2024-11-13,12:45P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,50.0,0.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,HEARING HELD-NOT GUILTY,
LAV2779,NY,PAS,8888645834,2024-02-20,08:15P,SAFETY ZONE,115.0,60.0,2.25,0.0,177.25,0.0,108,Queens,TRAFFIC,UNKNOWN,2024-06-06
LAM7736,NY,PAS,5701178110,2024-11-13,12:54P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
JFJ9860,NY,PAS,5701178109,2024-11-13,12:54P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
GFE9363,NY,PAS,4939777546,2025-03-11,11:24A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KJA3447,NY,PAS,2023477750,2025-04-15,09:01A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,066,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
KJX7479,NY,PAS,4939199812,2025-03-06,12:35P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
MMV2718,PA,PAS,2023521178,2025-04-15,11:51A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,030,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,
HRZ2881,NY,PAS,4939200243,2025-03-06,12:49P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
JCG3263,NY,PAS,4938006728,2025-02-23,12:04P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
16BRHT,FL,PAS,2011883519,2023-08-31,12:03P,NO PARKING-STREET CLEANING,65.0,60.0,18.129699999999982,0.0,145.08,0.0,052,Bronx,DEPARTMENT OF SANITATION,HEARING HELD-GUILTY,2024-02-22
BL35615,CT,PAS,4939777686,2025-03-11,11:26A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KXT7521,NY,PAS,4936312915,2025-02-07,11:49A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,1.92,0.06,76.86,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-05-01
M56EPN,NJ,PAS,4941176364,2025-03-22,04:51P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LLL8117,NY,PAS,4939777789,2025-03-11,11:27A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,
KPH7790,NY,PAS,9049021888,2023-05-04,11:19A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,090,Brooklyn,TRAFFIC,APPEAL AFFIRMED,
KNS8200,NY,PAS,4939777819,2025-03-11,11:27A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
GZX5935,NY,PAS,4939200292,2025-03-06,12:50P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
JKV2013,NY,PAS,2023525664,2025-04-11,12:46P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,060,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
KYA6498,NY,PAS,2023525688,2025-04-11,12:50P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,060,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
KYP6206,NY,PAS,2023543460,2025-04-11,12:11P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,070,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,
A55KGT,NJ,PAS,4939200450,2025-03-06,12:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KTN7479,NY,PAS,9188792134,2025-03-08,08:17A,FAIL TO DSPLY MUNI METER RECPT,65.0,30.0,0.0,0.0,95.0,0.0,001,Manhattan,TRAFFIC,UNKNOWN,
32062NB,NY,COM,9188791968,2025-03-07,11:55A,NO STANDING-BUS STOP,115.0,0.0,0.0,0.0,115.0,0.0,001,Manhattan,TRAFFIC,HEARING HELD-GUILTY,
9HWS195,CA,PAS,4966010810,2025-09-24,02:48P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
S1448280,GA,PAS,9043101011,2023-03-27,UNKNOWN,UNKNOWN,59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,,UNKNOWN,UNKNOWN,UNKNOWN,
603509T,NJ,PAS,9043101072,2023-03-27,UNKNOWN,UNKNOWN,59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,,UNKNOWN,UNKNOWN,UNKNOWN,
LDX2527,NY,PAS,9194106289,2025-03-24,11:40A,NO PARKING-STREET CLEANING,65.0,10.0,0.0,10.0,65.0,0.0,023,Manhattan,TRAFFIC,UNKNOWN,
LLU8254,NY,PAS,4941176728,2025-03-22,05:15P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
BEASTOO,NY,SRF,5701178675,2024-11-13,01:48P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
LNA9389,NY,PAS,5701178730,2024-11-13,01:54P,NO STANDING-OFF-STREET LOT,100.0,0.0,0.0,0.0,100.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
DSF8266,NY,PAS,5701178821,2024-11-13,02:00P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,
LAV6904,NY,PAS,5701178742,2024-11-13,01:55P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
LRR9338,NY,PAS,4939200474,2025-03-06,12:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
T765682C,NY,OMT,5701178833,2024-11-13,02:01P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,
LLW6227,NY,PAS,4939778058,2025-03-11,11:31A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
MTB1759,PA,PAS,4939200607,2025-03-06,12:55P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LHZ3404,NY,PAS,2023545365,2025-04-15,08:11A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,047,Bronx,DEPARTMENT OF SANITATION,UNKNOWN,
KDJ5758,NY,PAS,2023553040,2025-04-10,12:08P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,020,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,
GXR5993,NY,PAS,2023553131,2025-04-11,09:24A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,020,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,
KWG2144,NY,PAS,4939200449,2025-03-06,12:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
GYT8207,NY,PAS,2023553246,2025-04-11,12:20P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,020,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,
HGZ4303,NY,PAS,4939778230,2025-03-11,11:33A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
HTZ3628,NY,PAS,4939200840,2025-03-06,12:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
JPR2277,NY,PAS,4966010846,2025-09-24,02:48P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
L88SSW,NJ,PAS,4965841438,2025-09-23,04:43P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
T104441C,NY,OMT,4937746996,2025-02-20,03:34P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,1.73,0.13,76.6,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-05-22
LDR2329,NY,PAS,4941176868,2025-03-22,05:27P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
JPF4075,NY,PAS,8571788881,2024-11-14,04:53P,DOUBLE PARKING,115.0,0.0,0.0,0.0,115.0,0.0,068,Brooklyn,TRAFFIC,UNKNOWN,
GXT2665,NY,PAS,8571788820,2024-11-14,03:02P,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,067,Brooklyn,TRAFFIC,UNKNOWN,
HZD7205,NY,PAS,8571788730,2024-11-13,06:16P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,35.0,0.0,0.0,067,Brooklyn,TRAFFIC,HEARING HELD-NOT GUILTY,
JMANN69,NY,SRF,5701179229,2024-11-13,02:28P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,
LEE7045,NY,PAS,5701179280,2024-11-13,02:32P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,HEARING HELD-GUILTY,
OL4404K,NJ,PAS,5701179175,2024-11-13,02:22P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,UNKNOWN,
35910MM,NY,COM,9194106873,2025-03-26,08:26A,NO STANDING-BUS STOP,115.0,0.0,0.0,0.0,115.0,0.0,024,Manhattan,TRAFFIC,UNKNOWN,
KNX9674,NY,PAS,4782896633,2022-06-09,02:42P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,17.21,0.0,92.21,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-08
HUH4140,NY,PAS,4782986816,2022-06-15,11:21A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,17.09,0.02,92.07,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-08
HUH4140,NY,PAS,4783944647,2022-06-22,12:41P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,16.96,0.02,91.94,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-15
LTF2796,NY,PAS,9194107117,2025-03-27,08:17A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,024,Manhattan,TRAFFIC,UNKNOWN,
AX9234,NY,PSD,4939200875,2025-03-06,12:58P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
JBR9166,NY,PAS,4939200930,2025-03-06,12:58P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,
JDR6405,NY,PAS,4939200929,2025-03-06,12:58P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LPG1270,NY,PAS,4939200838,2025-03-06,12:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LCD3162,NY,PAS,4939201156,2025-03-06,01:00P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
KNH5102,NY,PAS,8571788807,2024-11-14,02:50P,NO STOPPING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,067,Brooklyn,TRAFFIC,UNKNOWN,
LFP3274,NY,OMS,8571789241,2024-11-16,12:53P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,067,Brooklyn,TRAFFIC,UNKNOWN,
LND1386,NY,PAS,8571789009,2024-11-15,08:06P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,072,Brooklyn,TRAFFIC,UNKNOWN,
414286,NY,PAS,5701179862,2024-11-13,03:07P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,
32202LV,NY,OML,5701179655,2024-11-13,02:55P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,HEARING HELD-GUILTY,
53579NC,NY,COM,5701179527,2024-11-13,02:46P,NO STANDING-OFF-STREET LOT,150.0,0.0,0.0,0.0,201.25599999999994,0.0,000,Manhattan,TRANSIT AUTHORITY,UNKNOWN,
T119555C,NY,OMT,9196194765,2025-05-06,01:17P,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,019,Manhattan,TRAFFIC,UNKNOWN,
2QNC18,MI,PAS,4939201260,2025-03-06,01:01P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
HYH9832,NY,PAS,4965448868,2025-09-19,06:11P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
LTY8693,NY,PAS,4941176960,2025-03-22,05:28P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,
